Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day
,Spain,2020-02-15T17:23:04,2,0,2,Feb22,2020,2,22
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2,Feb22,2020,2,22
"Lackland, TX (From Diamond Princess)",US,2020-02-22T17:13:24,2,0,0,Feb22,2020,2,22
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,Feb22,2020,2,22
"San Diego County, CA",US,2020-02-21T05:43:02,2,0,1,Feb22,2020,2,22
"Santa Clara, CA",US,2020-02-21T05:23:04,2,0,1,Feb22,2020,2,22
,Belgium,2020-02-17T04:23:06,1,0,1,Feb22,2020,2,22
,Cambodia,2020-02-12T07:43:02,1,0,1,Feb22,2020,2,22
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,Feb22,2020,2,22
,Egypt,2020-02-21T18:53:02,1,0,0,Feb22,2020,2,22
,Finland,2020-02-12T00:03:12,1,0,1,Feb22,2020,2,22
From Diamond Princess,Israel,2020-02-22T20:53:02,1,0,0,Feb22,2020,2,22
,Lebanon,2020-02-22T20:53:02,1,0,0,Feb22,2020,2,22
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,Feb22,2020,2,22
,Nepal,2020-02-12T14:43:03,1,0,1,Feb22,2020,2,22
,Sri Lanka,2020-02-08T03:43:03,1,0,1,Feb22,2020,2,22
,Sweden,2020-02-01T02:13:26,1,0,0,Feb22,2020,2,22
"Boston, MA",US,2020-02-01T19:43:03,1,0,0,Feb22,2020,2,22
"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0,Feb22,2020,2,22
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,Feb22,2020,2,22
"Madison, WI",US,2020-02-05T21:53:02,1,0,0,Feb22,2020,2,22
"Orange, CA",US,2020-02-01T19:53:03,1,0,0,Feb22,2020,2,22
"Sacramento County, CA",US,2020-02-21T23:13:16,1,0,0,Feb22,2020,2,22
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,Feb22,2020,2,22
"Seattle, WA",US,2020-02-09T07:03:04,1,0,1,Feb22,2020,2,22
"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0,Feb22,2020,2,22
