Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,26-Feb,2020,2,26
"San Diego County, CA",US,2020-02-21T05:43:02,2,0,1,26-Feb,2020,2,26
"Santa Clara, CA",US,2020-02-21T05:23:04,2,0,1,26-Feb,2020,2,26
,Afghanistan,2020-02-24T23:33:02,1,0,0,26-Feb,2020,2,26
,Algeria,2020-02-25T23:43:03,1,0,0,26-Feb,2020,2,26
,Belgium,2020-02-17T04:23:06,1,0,1,26-Feb,2020,2,26
,Brazil,2020-02-26T23:53:02,1,0,0,26-Feb,2020,2,26
,Cambodia,2020-02-12T07:43:02,1,0,1,26-Feb,2020,2,26
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,26-Feb,2020,2,26
,Egypt,2020-02-21T18:53:02,1,0,0,26-Feb,2020,2,26
,Georgia,2020-02-26T19:03:08,1,0,0,26-Feb,2020,2,26
,Greece,2020-02-26T15:53:05,1,0,0,26-Feb,2020,2,26
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,26-Feb,2020,2,26
,Nepal,2020-02-12T14:43:03,1,0,1,26-Feb,2020,2,26
,North Macedonia,2020-02-26T19:03:08,1,0,0,26-Feb,2020,2,26
,Norway,2020-02-26T20:23:12,1,0,0,26-Feb,2020,2,26
,Romania,2020-02-26T23:43:03,1,0,0,26-Feb,2020,2,26
,Sri Lanka,2020-02-08T03:43:03,1,0,1,26-Feb,2020,2,26
,Switzerland,2020-02-25T19:13:21,1,0,0,26-Feb,2020,2,26
"Boston, MA",US,2020-02-01T19:43:03,1,0,0,26-Feb,2020,2,26
"Humboldt County, CA",US,2020-02-21T05:13:09,1,0,0,26-Feb,2020,2,26
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,26-Feb,2020,2,26
"Madison, WI",US,2020-02-05T21:53:02,1,0,0,26-Feb,2020,2,26
"Orange, CA",US,2020-02-01T19:53:03,1,0,0,26-Feb,2020,2,26
"Sacramento County, CA",US,2020-02-21T23:13:16,1,0,0,26-Feb,2020,2,26
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,26-Feb,2020,2,26
"Seattle, WA",US,2020-02-09T07:03:04,1,0,1,26-Feb,2020,2,26
"Tempe, AZ",US,2020-02-25T21:23:03,1,0,1,26-Feb,2020,2,26
